No.,구분,년월,주차,사번,이름,직급,사업장,부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무(중식)
77,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100076,권수아,책임연구원,구미,소나개발팀,493,474,487,521,521,0,0,2497,2497,199,0,164,300
78,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100077,장가은,S5(과장),구미,해양SW2팀,469,430,438,472,506,0,0,2314,2314,206,0,208,300
79,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100078,황하람,S3(사원),구미,R&D 1팀,481,419,505,481,454,0,0,2341,2341,308,0,136,300
80,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100079,임하윤,S5(과장),구미,해양SW1팀,577,563,523,481,503,0,0,2648,2648,278,0,184,300
81,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100080,한은서,S5(과장),구미,구매팀,475,517,471,475,484,0,0,2421,2421,261,0,150,300
82,모성보호대상자,202605,4주차(05월 25일~05월 31일),00100081,오지훈,S3(사원),판교,해양SW2팀,532,464,508,475,498,0,0,2477,2477,302,0,248,300
83,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100082,이수아,S5(과장),구미,전략기획팀,496,532,541,554,551,0,0,2675,2675,298,0,277,300
84,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100083,신동현,S3(사원),거제,기구설계팀,498,489,553,527,511,0,0,2578,2578,194,0,172,300
85,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100084,홍은서,S3(사원),판교,품질팀,488,511,535,527,551,0,0,2614,2614,286,0,130,300
86,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100085,신승우,책임연구원,거제,R&D 1팀,491,482,471,474,490,0,0,2407,2407,230,0,120,300
87,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100086,송지민,S6(차장),거제,해양SW1팀,531,535,556,573,535,0,0,2730,2730,192,0,174,300
88,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100087,홍건우,S3(사원),구미,구매팀,500,486,503,487,446,0,0,2422,2422,238,0,227,300
89,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100088,강시우,S5(과장),구미,해양SW2팀,482,513,463,454,475,0,0,2388,2388,205,0,315,300
90,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100089,한승우,S3(사원),서울2,R&D 1팀,503,459,509,479,492,0,0,2443,2443,250,0,188,300
91,모성보호대상자,202605,4주차(05월 25일~05월 31일),00100090,박동현,S5(과장),구미,R&D 1팀,469,464,447,454,424,0,0,2258,2258,298,0,178,300
92,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100091,신태윤,S4(대리),판교,기구설계팀,535,479,521,505,490,0,0,2530,2530,270,0,92,300
93,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100092,황수아,S5(과장),구미,R&D 1팀,477,464,478,485,480,0,0,2383,2383,254,0,172,300
94,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100093,조유진,S6(차장),구미,품질팀,507,511,491,552,530,0,0,2590,2590,312,0,206,300
95,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100094,임서연,S4(대리),구미,해양SW2팀,506,510,490,493,512,0,0,2510,2510,214,0,318,300
96,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100095,류하람,S3(사원),판교,구매팀,499,475,499,520,506,0,0,2498,2498,293,0,194,300
97,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100096,권승우,S3(사원),서울2,구매팀,530,511,482,520,470,0,0,2513,2513,206,0,293,300
98,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100097,최다인,S4(대리),구미,Smart Vessel사업팀,485,503,490,459,478,0,0,2414,2414,216,0,201,300
99,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100098,이나윤,S3(사원),구미,소나개발팀,489,458,478,485,523,0,0,2433,2433,237,0,140,300
100,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100099,최지훈,선임연구원,거제,기구설계팀,522,538,526,520,524,0,0,2630,2630,286,0,170,300
101,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100100,김민준,S4(대리),구미,전략기획팀,506,498,527,560,548,0,0,2639,2639,193,0,267,300
102,"선택적 근로시간제,탄력적 근로시간제",202605,4주차(05월 25일~05월 31일),00100101,윤予진,S5(과장),구미,경영지원팀,568,495,543,523,577,0,0,2705,2705,187,0,392,300
103,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100102,임하은,S5(과장),구미,R&D 1팀,511,483,504,532,488,0,0,2518,2518,223,0,293,300
104,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100103,윤서윤,S3(사원),판교,경영지원팀,565,557,473,532,541,0,0,2669,2669,209,0,272,300
105,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100104,오은서,책임연구원,거제,해양SW2팀,457,503,462,510,529,0,0,2460,2460,311,0,360,300
106,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100105,조나윤,S3(사원),판교,기구설계팀,565,529,556,535,507,0,0,2692,2692,244,0,139,300
107,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100106,임재현,S7(부장),구미,해양SW2팀,467,475,490,492,514,0,0,2437,2437,184,0,303,300
108,"선택적 근로시간제,탄력적 근로시간제",202605,4주차(05월 25일~05월 31일),00100107,배하은,책임연구원,거제,경영지원팀,517,514,594,542,539,0,0,2706,2706,212,0,358,300
109,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100108,전하윤,책임연구원,서울2,해양SW1팀,535,511,558,544,556,0,0,2703,2703,241,0,112,300
110,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100109,한소율,S5(과장),구미,소나개발팀,529,539,531,533,535,0,0,2666,2666,268,0,125,300
111,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100110,권도윤,선임연구원,구미,해양SW1팀,555,527,562,494,521,0,0,2660,2660,196,0,250,300
112,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100111,최민준,S4(대리),판교,구매팀,505,523,521,518,529,0,0,2597,2597,206,0,220,300
113,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100112,조태윤,S3(사원),구미,Smart Vessel사업팀,524,524,532,491,515,0,0,2587,2587,284,0,99,300
114,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100113,황준서,S4(대리),판교,기구설계팀,530,538,572,543,548,143,0,2873,2730,218,0,129,300
115,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100114,김민재,S4(대리),구미,경영지원팀,511,518,492,503,525,0,0,2550,2550,310,0,244,300
116,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100115,이건우,S4(대리),구미,구매팀,461,454,428,445,506,0,0,2293,2293,181,0,216,300
117,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100116,전도윤,S3(사원),판교,Smart Vessel사업팀,481,495,491,529,484,0,0,2479,2479,206,0,88,300
118,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100117,전지훈,S4(대리),서울2,품질팀,497,592,497,517,484,0,0,2587,2587,300,0,210,300
119,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100118,서건우,S3(사원),구미,해양SW2팀,506,527,519,460,527,0,0,2539,2539,307,0,296,300
120,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100119,임하윤,책임연구원,구미,경영지원팀,553,562,565,580,512,0,0,2771,2771,286,0,282,300
121,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100120,전유진,S6(차장),판교,품질팀,535,478,530,501,545,0,0,2589,2589,308,0,222,300
122,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100121,이予진,S5(과장),판교,구매팀,470,486,462,485,502,0,0,2405,2405,300,0,200,300
123,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100122,박건우,S5(과장),구미,품질팀,482,541,524,479,557,0,0,2584,2584,266,0,143,300
124,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100123,권예린,S6(차장),구미,해양SW2팀,471,449,462,488,485,0,47,2402,2356,287,0,264,300
125,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100124,송소율,S4(대리),거제,구매팀,479,506,505,522,518,0,0,2530,2530,216,0,231,300
126,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100125,장준서,전문연구원,구미,기구설계팀,509,514,500,563,562,233,0,2882,2650,216,0,181,300
127,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100126,류준서,S5(과장),구미,해양SW1팀,542,584,495,502,512,0,0,2634,2634,310,0,198,300
128,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100127,홍재현,S4(대리),구미,구매팀,494,492,502,491,477,0,0,2456,2456,287,0,195,300
129,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100128,권가은,S6(차장),구미,소나개발팀,536,530,531,490,473,0,0,2561,2561,190,0,173,300
130,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100129,류준서,S3(사원),구미,기구설계팀,557,541,512,500,490,0,0,2600,2600,269,0,189,300
131,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100130,배민준,책임연구원,거제,품질팀,463,555,548,521,493,0,0,2581,2581,298,0,193,300
132,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100131,한하윤,S3(사원),판교,전략기획팀,491,539,523,557,564,0,0,2675,2675,257,0,157,300
133,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100132,김동현,S3(사원),구미,기구설계팀,512,568,531,528,545,0,0,2684,2684,309,0,207,300
134,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100133,황予진,S5(과장),구미,품질팀,491,500,490,547,502,0,0,2529,2529,202,0,132,300
135,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100134,송유진,S3(사원),판교,Smart Vessel사업팀,507,480,520,524,512,0,0,2542,2542,221,0,71,300
136,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100135,임민재,S6(차장),판교,구매팀,473,436,525,497,479,0,0,2410,2410,206,0,179,300
137,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100136,김가은,책임연구원,판교,기구설계팀,563,560,530,563,567,0,0,2783,2783,239,0,170,300
138,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100137,강서윤,S6(차장),판교,구매팀,471,479,455,499,508,0,0,2411,2411,269,0,201,300
139,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100138,강지민,S3(사원),거제,Smart Vessel사업팀,474,550,490,506,496,0,0,2515,2515,289,0,131,300
140,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100139,류가은,S3(사원),구미,R&D 1팀,481,512,488,495,504,0,0,2480,2480,269,0,198,300
141,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100140,박재현,S7(부장),구미,해양SW1팀,554,552,500,489,514,0,0,2609,2609,304,0,232,300
142,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100141,황동현,S5(과장),구미,해양SW2팀,472,466,527,491,512,0,0,2467,2467,249,0,241,300
143,모성보호대상자,202605,4주차(05월 25일~05월 31일),00100142,강우진,S3(사원),구미,구매팀,508,510,516,503,446,0,0,2484,2484,233,0,258,300
144,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100143,조도윤,S6(차장),판교,전략기획팀,535,560,501,544,524,0,0,2664,2664,246,0,205,300
145,재량 근로시간제,202605,4주차(05월 25일~05월 31일),00100144,조도윤,S5(과장),구미,R&D 1팀,477,434,449,439,504,0,0,2304,2304,217,0,127,300
146,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100145,권나윤,수석연구원,거제,소나개발팀,534,515,490,511,523,0,0,2573,2573,308,0,139,300
147,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100146,권승우,S6(차장),거제,기구설계팀,529,523,543,514,566,0,0,2675,2675,188,0,157,300
148,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100147,전다인,S3(사원),거제,소나개발팀,514,515,506,518,502,0,0,2555,2555,225,0,91,300
149,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100148,오유진,전문연구원,거제,경영지원팀,525,558,528,560,527,223,0,2921,2698,247,0,308,300
150,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100149,박동현,전문연구원,거제,R&D 1팀,440,441,439,446,455,0,0,2221,2221,210,0,254,300
151,"선택적 근로시간제,탄력적 근로시간제",202605,4주차(05월 25일~05월 31일),00100150,홍지민,전문연구원,구미,R&D 1팀,514,435,459,554,518,0,0,2480,2480,270,0,290,300
152,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100151,조지민,S3(사원),서울2,Smart Vessel사업팀,515,495,517,488,515,0,0,2530,2530,248,0,157,300
153,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100152,배우진,선임연구원,구미,경영지원팀,538,528,540,574,523,0,0,2703,2703,301,0,392,300
154,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100153,전수아,S3(사원),거제,품질팀,447,523,515,556,512,0,0,2554,2554,215,0,128,300
155,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100154,조건우,수석연구원,구미,경영지원팀,482,477,529,539,542,0,0,2569,2569,240,0,260,300
156,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100155,강수아,S6(차장),구미,해양SW2팀,491,494,505,398,484,0,0,2372,2372,243,0,267,300
157,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100156,안하은,S6(차장),구미,구매팀,520,515,480,496,496,0,0,2507,2507,305,0,248,300
158,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100157,구재현,S6(차장),서울2,품질팀,521,513,492,533,473,0,62,2594,2531,257,0,151,300
159,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100158,장태윤,S4(대리),거제,R&D 1팀,500,443,473,482,503,0,0,2401,2401,262,0,296,300
160,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100159,윤예린,선임연구원,구미,전략기획팀,499,508,506,520,570,0,0,2603,2603,258,0,117,300
161,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100160,류동현,S6(차장),구미,소나개발팀,483,522,489,485,505,0,0,2485,2485,242,0,100,300
162,탄력적 근로시간제,202605,4주차(05월 25일~05월 31일),00100161,신가은,S7(부장),구미,소나개발팀,509,502,488,484,476,0,0,2458,2458,300,0,144,300
163,선택적 근로시간제,202605,4주차(05월 25일~05월 31일),00100162,이민준,수석연구원,거제,해양SW1팀,556,621,554,574,561,0,0,2866,2866,185,0,127,300
