No.,구분,년월,주차,사번,이름,직급,사업장,부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무(중식)
30,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),120301,쿠파왕,부사장,거제,마리오팀,525,525,506,530,540,0,0,2626,2626,250,0,220,300
31,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),130415,로젤리나공,전문위원,판교,피치팀,503,512,504,513,528,0,0,2560,2560,250,0,120,300
32,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),50912,동키콩,수석연구원,구미,동키콩팀,507,521,538,503,506,0,0,2575,2575,250,0,80,300
33,탄력적 근로시간제,202607,1주차(07월 01일~07월 05일),50912,동키콩,수석연구원,구미,동키콩팀,536,509,534,506,523,0,0,2608,2608,250,0,80,300
34,탄력적 근로시간제,202607,2주차(07월 06일~07월 12일),50912,동키콩,수석연구원,구미,동키콩팀,504,513,539,524,509,0,0,2589,2589,250,0,180,300
35,탄력적 근로시간제,202607,3주차(07월 13일~07월 19일),50912,동키콩,수석연구원,구미,동키콩팀,522,538,523,530,507,0,0,2620,2620,250,0,100,300
36,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),230405,디디콩,S3(사원),판교,동키콩팀,531,529,530,530,519,175,0,2814,2639,250,0,120,300
37,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),230405,디디콩,S3(사원),판교,동키콩팀,506,547,521,547,516,200,0,2837,2637,250,0,120,300
38,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),230405,디디콩,S3(사원),판교,동키콩팀,533,501,513,533,523,179,0,2782,2603,250,0,80,300
39,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),230405,디디콩,S3(사원),판교,동키콩팀,548,533,519,541,505,186,0,2832,2646,250,0,200,300
40,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),240208,로젤리나,S4(대리),구미,피치팀,510,522,549,514,534,0,184,2813,2629,250,0,200,300
41,탄력적 근로시간제,202607,1주차(07월 01일~07월 05일),240208,로젤리나,S4(대리),구미,피치팀,540,514,539,550,548,0,162,2853,2691,250,0,150,300
42,탄력적 근로시간제,202607,2주차(07월 06일~07월 12일),240208,로젤리나,S4(대리),구미,피치팀,525,547,514,512,533,0,181,2812,2631,250,0,200,300
43,탄력적 근로시간제,202607,3주차(07월 13일~07월 19일),240208,로젤리나,S4(대리),구미,피치팀,546,501,501,550,517,0,180,2795,2615,250,0,180,300
44,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),220519,브루잉크,S5(과장),거제,와리오팀,512,544,538,522,528,160,144,2948,2644,250,0,200,300
45,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),220519,브루잉크,S5(과장),거제,와리오팀,523,505,514,506,514,150,121,2833,2562,250,0,200,300
46,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),220519,브루잉크,S5(과장),거제,와리오팀,513,530,539,539,500,150,144,2915,2621,250,0,200,300
47,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),220519,브루잉크,S5(과장),거제,와리오팀,541,505,542,507,524,160,137,2916,2619,250,0,150,300
48,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),231110,와루이지,S3(사원),거제,와리오팀,430,443,420,428,440,0,0,2161,2161,250,0,200,300
49,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),231110,와루이지,S3(사원),거제,와리오팀,417,440,445,438,427,0,0,2167,2167,250,0,250,300
50,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),231110,와루이지,S3(사원),거제,와리오팀,427,438,445,417,438,0,0,2165,2165,250,0,120,300
51,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),231110,와루이지,S3(사원),거제,와리오팀,420,419,415,419,433,0,0,2106,2106,250,0,250,300
52,재량 근로시간제,202606,4주차(06월 22일~06월 28일),190330,쿤파트루파,S5(과장),구미,요시팀,755,472,487,487,483,0,0,2684,2684,250,0,200,300
53,재량 근로시간제,202607,1주차(07월 01일~07월 05일),190330,쿤파트루파,S5(과장),구미,요시팀,739,485,485,472,468,0,0,2649,2649,250,0,80,300
54,재량 근로시간제,202607,2주차(07월 06일~07월 12일),190330,쿤파트루파,S5(과장),구미,요시팀,755,471,484,472,481,0,0,2663,2663,250,0,150,300
55,재량 근로시간제,202607,3주차(07월 13일~07월 19일),190330,쿤파트루파,S5(과장),구미,요시팀,741,468,476,474,477,0,0,2636,2636,250,0,150,300
56,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),210228,파클론,S6(차장),구미,쿠파팀,624,624,624,624,624,0,0,3120,3120,250,0,200,300
57,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),210228,파클론,S6(차장),구미,쿠파팀,624,624,624,624,624,0,0,3120,3120,250,0,180,300
58,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),210228,파클론,S6(차장),구미,쿠파팀,624,624,624,624,624,0,0,3120,3120,250,0,220,300
59,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),210228,파클론,S6(차장),구미,쿠파팀,624,624,624,624,624,0,0,3120,3120,250,0,120,300
60,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),211015,파쿤파,S6(차장),거제,쿠파팀,623,623,623,623,622,0,0,3114,3114,250,0,80,300
61,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),211015,파쿤파,S6(차장),거제,쿠파팀,623,623,623,623,622,0,0,3114,3114,250,0,200,300
62,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),211015,파쿤파,S6(차장),거제,쿠파팀,623,623,623,623,622,0,0,3114,3114,250,0,250,300
63,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),211015,파쿤파,S6(차장),거제,쿠파팀,623,623,623,623,622,0,0,3114,3114,250,0,220,300
64,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),220718,멜론공주,S5(과장),판교,마리오팀,532,508,534,509,533,0,0,2616,2616,250,0,80,300
65,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),220718,멜론공주,S5(과장),판교,마리오팀,528,549,511,538,500,0,0,2626,2626,250,0,120,300
66,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),220718,멜론공주,S5(과장),판교,피치팀,625,624,635,623,621,0,0,3128,3128,250,0,200,300
67,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),220718,멜론공주,S5(과장),판교,피치팀,636,636,635,623,621,0,0,3151,3151,250,0,150,300
68,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),,유령,S4(대리),구미,쿠파팀,626,628,621,623,636,0,0,3134,3134,250,0,250,300
69,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),,유령,S4(대리),구미,쿠파팀,620,622,634,630,636,0,0,3142,3142,250,0,150,300
70,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),,유령,S4(대리),구미,쿠파팀,628,634,636,635,636,0,0,3169,3169,250,0,150,300
71,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),,유령,S4(대리),구미,쿠파팀,636,628,626,634,624,0,0,3148,3148,250,0,220,300
72,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),221203,노키노키,S3(사원),구미,동키콩팀,507,525,528,520,504,0,0,2584,2584,250,0,150,300
73,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),221203,노키노키,S3(사원),구미,동키콩팀,527,504,513,542,519,0,0,2605,2605,250,0,100,300
74,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),221203,노키노키,S3(사원),구미,동키콩팀,624,631,624,628,624,0,0,3131,3131,250,0,250,300
75,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),221203,노키노키,S3(사원),구미,동키콩팀,624,631,624,628,624,0,0,3131,3131,250,0,150,300
76,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),221203,노키노키,S3(사원),구미,동키콩팀,547,506,525,531,510,0,0,2619,2619,250,0,150,300
77,모성보호대상자,202606,4주차(06월 22일~06월 28일),160610,윤준서,전문연구원,거제,와리오팀,546,523,501,521,535,0,0,2626,2626,250,0,250,300
78,모성보호대상자,202607,1주차(07월 01일~07월 05일),160610,윤준서,전문연구원,거제,와리오팀,528,545,501,524,521,0,0,2619,2619,250,0,180,300
79,모성보호대상자,202607,2주차(07월 06일~07월 12일),160610,윤준서,전문연구원,거제,와리오팀,532,504,507,550,514,0,0,2607,2607,250,0,100,300
80,모성보호대상자,202607,3주차(07월 13일~07월 19일),160610,윤준서,전문연구원,거제,와리오팀,505,516,517,502,549,0,0,2589,2589,250,0,120,300
81,모성보호대상자,202606,4주차(06월 22일~06월 28일),140911,강다은,S7(부장),구미,와리오팀,433,430,437,425,417,0,0,2142,2142,250,0,180,300
82,모성보호대상자,202607,1주차(07월 01일~07월 05일),140911,강다은,S7(부장),구미,와리오팀,416,440,437,420,428,0,0,2141,2141,250,0,100,300
83,모성보호대상자,202607,2주차(07월 06일~07월 12일),140911,강다은,S7(부장),구미,와리오팀,423,445,415,435,417,0,0,2135,2135,250,0,180,300
84,모성보호대상자,202607,3주차(07월 13일~07월 19일),140911,강다은,S7(부장),구미,와리오팀,417,434,442,422,417,0,0,2132,2132,250,0,180,300
85,재량 근로시간제,202606,4주차(06월 22일~06월 28일),140112,최은서,책임연구원,구미,데이지팀,515,507,510,516,503,0,0,2551,2551,250,0,120,300
86,재량 근로시간제,202607,1주차(07월 01일~07월 05일),140112,최은서,책임연구원,구미,데이지팀,512,519,540,519,533,0,0,2623,2623,250,0,150,300
87,재량 근로시간제,202607,2주차(07월 06일~07월 12일),140112,최은서,책임연구원,구미,데이지팀,518,528,532,543,511,0,0,2632,2632,250,0,180,300
88,재량 근로시간제,202607,3주차(07월 13일~07월 19일),140112,최은서,책임연구원,구미,데이지팀,522,501,516,502,500,0,0,2541,2541,250,0,80,300
89,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),240213,배수아,수석연구원,판교,쿠파팀,541,527,542,531,534,0,0,2675,2675,250,0,220,300
90,탄력적 근로시간제,202607,1주차(07월 01일~07월 05일),240213,배수아,수석연구원,판교,쿠파팀,532,519,544,513,514,0,0,2622,2622,250,0,200,300
91,탄력적 근로시간제,202607,2주차(07월 06일~07월 12일),240213,배수아,수석연구원,판교,쿠파팀,512,545,546,540,508,0,0,2651,2651,250,0,220,300
92,탄력적 근로시간제,202607,3주차(07월 13일~07월 19일),240213,배수아,수석연구원,판교,쿠파팀,522,503,508,500,504,0,0,2537,2537,250,0,180,300
93,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),191014,오서연,책임연구원,구미,루이지팀,518,502,529,511,510,0,0,2570,2570,250,0,180,300
94,"선택적 근로시간제,탄력적 근로시간제",202607,1주차(07월 01일~07월 05일),191014,오서연,책임연구원,구미,루이지팀,528,500,516,523,521,0,0,2588,2588,250,0,200,300
95,"선택적 근로시간제,탄력적 근로시간제",202607,2주차(07월 06일~07월 12일),191014,오서연,책임연구원,구미,루이지팀,515,502,519,513,522,0,0,2571,2571,250,0,120,300
96,"선택적 근로시간제,탄력적 근로시간제",202607,3주차(07월 13일~07월 19일),191014,오서연,책임연구원,구미,루이지팀,500,521,524,505,530,0,0,2580,2580,250,0,180,300
97,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),180215,홍성민,S3(사원),구미,쿠파팀,537,502,525,501,519,0,0,2584,2584,250,0,180,300
98,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),180215,홍성민,S3(사원),구미,쿠파팀,540,514,505,537,533,0,0,2629,2629,250,0,120,300
99,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),180215,홍성민,S3(사원),구미,쿠파팀,542,545,550,538,524,0,0,2699,2699,250,0,200,300
100,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),180215,홍성민,S3(사원),구미,쿠파팀,546,531,509,518,546,0,0,2650,2650,250,0,120,300
101,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),260116,이하은,S5(과장),판교,와리오팀,537,545,543,544,541,0,0,2710,2710,250,0,150,300
102,"선택적 근로시간제,탄력적 근로시간제",202607,1주차(07월 01일~07월 05일),260116,이하은,S5(과장),판교,와리오팀,505,501,502,508,540,0,0,2556,2556,250,0,200,300
103,"선택적 근로시간제,탄력적 근로시간제",202607,2주차(07월 06일~07월 12일),260116,이하은,S5(과장),판교,와리오팀,506,524,528,535,503,0,0,2596,2596,250,0,80,300
104,"선택적 근로시간제,탄력적 근로시간제",202607,3주차(07월 13일~07월 19일),260116,이하은,S5(과장),판교,와리오팀,540,534,543,515,531,0,0,2663,2663,250,0,180,300
105,모성보호대상자,202606,4주차(06월 22일~06월 28일),180217,김은서,S4(대리),구미,루이지팀,515,546,548,513,514,0,0,2636,2636,250,0,250,300
106,모성보호대상자,202607,1주차(07월 01일~07월 05일),180217,김은서,S4(대리),구미,루이지팀,531,524,504,530,543,0,0,2632,2632,250,0,180,300
107,모성보호대상자,202607,2주차(07월 06일~07월 12일),180217,김은서,S4(대리),구미,루이지팀,549,502,539,540,541,0,0,2671,2671,250,0,150,300
108,모성보호대상자,202607,3주차(07월 13일~07월 19일),180217,김은서,S4(대리),구미,루이지팀,504,538,509,521,516,0,0,2588,2588,250,0,180,300
109,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),250518,송예린,수석연구원,구미,마리오팀,576,583,601,588,603,0,0,2951,2951,250,0,180,300
110,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),250518,송예린,수석연구원,구미,마리오팀,599,599,599,577,605,0,0,2979,2979,250,0,150,300
111,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),250518,송예린,수석연구원,구미,마리오팀,589,575,600,571,588,0,0,2923,2923,250,0,250,300
112,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),250518,송예린,수석연구원,구미,마리오팀,574,602,598,587,594,0,0,2955,2955,250,0,150,300
113,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),180619,한소율,S5(과장),판교,루이지팀,540,532,517,507,545,0,0,2641,2641,250,0,200,300
114,"선택적 근로시간제,탄력적 근로시간제",202607,1주차(07월 01일~07월 05일),180619,한소율,S5(과장),판교,루이지팀,514,531,531,525,501,0,0,2602,2602,250,0,120,300
115,"선택적 근로시간제,탄력적 근로시간제",202607,2주차(07월 06일~07월 12일),180619,한소율,S5(과장),판교,루이지팀,500,531,543,528,525,0,0,2627,2627,250,0,180,300
116,"선택적 근로시간제,탄력적 근로시간제",202607,3주차(07월 13일~07월 19일),180619,한소율,S5(과장),판교,루이지팀,546,509,526,522,524,0,0,2627,2627,250,0,200,300
117,재량 근로시간제,202606,4주차(06월 22일~06월 28일),220220,최하은,전문연구원,거제,마리오팀,582,570,588,586,593,0,0,2919,2919,250,0,100,300
118,재량 근로시간제,202607,1주차(07월 01일~07월 05일),220220,최하은,전문연구원,거제,마리오팀,595,594,607,574,593,0,0,2963,2963,250,0,220,300
119,재량 근로시간제,202607,2주차(07월 06일~07월 12일),220220,최하은,전문연구원,거제,마리오팀,587,573,587,576,573,0,0,2896,2896,250,0,180,300
120,재량 근로시간제,202607,3주차(07월 13일~07월 19일),220220,최하은,전문연구원,거제,마리오팀,610,579,585,587,597,0,0,2958,2958,250,0,200,300
121,모성보호대상자,202606,4주차(06월 22일~06월 28일),161221,한다은,S3(사원),거제,와리오팀,546,526,528,539,548,0,0,2687,2687,250,0,120,300
122,모성보호대상자,202607,1주차(07월 01일~07월 05일),161221,한다은,S3(사원),거제,와리오팀,541,518,531,503,535,0,0,2628,2628,250,0,120,300
123,모성보호대상자,202607,2주차(07월 06일~07월 12일),161221,한다은,S3(사원),거제,와리오팀,510,530,526,521,518,0,0,2605,2605,250,0,180,300
124,모성보호대상자,202607,3주차(07월 13일~07월 19일),161221,한다은,S3(사원),거제,와리오팀,516,547,547,541,516,0,0,2667,2667,250,0,220,300
125,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),151122,류도윤,책임연구원,거제,동키콩팀,513,532,531,535,514,0,0,2625,2625,250,0,250,300
126,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),151122,류도윤,책임연구원,거제,동키콩팀,521,548,528,527,508,0,0,2632,2632,250,0,150,300
127,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),151122,류도윤,책임연구원,거제,동키콩팀,515,505,511,521,535,0,0,2587,2587,250,0,100,300
128,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),151122,류도윤,책임연구원,거제,동키콩팀,520,515,523,516,536,0,0,2610,2610,250,0,150,300
129,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),160723,김동현,책임연구원,거제,와리오팀,548,503,531,517,536,0,0,2635,2635,250,0,200,300
130,"선택적 근로시간제,탄력적 근로시간제",202607,1주차(07월 01일~07월 05일),160723,김동현,책임연구원,거제,와리오팀,508,543,532,533,540,0,0,2656,2656,250,0,150,300
131,"선택적 근로시간제,탄력적 근로시간제",202607,2주차(07월 06일~07월 12일),160723,김동현,책임연구원,거제,와리오팀,505,517,515,524,525,0,0,2586,2586,250,0,250,300
132,"선택적 근로시간제,탄력적 근로시간제",202607,3주차(07월 13일~07월 19일),160723,김동현,책임연구원,거제,와리오팀,527,519,501,508,502,0,0,2557,2557,250,0,220,300
133,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),220924,양다은,S3(사원),거제,동키콩팀,429,422,440,418,422,0,0,2131,2131,250,0,120,300
134,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),220924,양다은,S3(사원),거제,동키콩팀,419,431,436,418,445,0,0,2149,2149,250,0,250,300
135,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),220924,양다은,S3(사원),거제,동키콩팀,417,432,439,416,415,0,0,2119,2119,250,0,120,300
136,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),220924,양다은,S3(사원),거제,동키콩팀,422,433,444,416,435,0,0,2150,2150,250,0,180,300
137,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),120525,정성민,S4(대리),거제,와리오팀,537,512,524,516,514,0,0,2603,2603,250,0,80,300
138,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),120525,정성민,S4(대리),거제,와리오팀,500,534,519,529,517,0,0,2599,2599,250,0,200,300
139,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),120525,정성민,S4(대리),거제,와리오팀,541,515,530,533,515,0,0,2634,2634,250,0,150,300
140,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),120525,정성민,S4(대리),거제,와리오팀,501,526,545,541,519,0,0,2632,2632,250,0,80,300
141,재량 근로시간제,202606,4주차(06월 22일~06월 28일),171126,김하윤,S4(대리),거제,와리오팀,523,514,531,502,544,0,0,2614,2614,250,0,200,300
142,재량 근로시간제,202607,1주차(07월 01일~07월 05일),171126,김하윤,S4(대리),거제,와리오팀,545,526,523,543,525,0,0,2662,2662,250,0,150,300
143,재량 근로시간제,202607,2주차(07월 06일~07월 12일),171126,김하윤,S4(대리),거제,와리오팀,500,518,547,532,504,0,0,2601,2601,250,0,150,300
144,재량 근로시간제,202607,3주차(07월 13일~07월 19일),171126,김하윤,S4(대리),거제,와리오팀,531,512,519,549,512,0,0,2623,2623,250,0,150,300
145,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),251027,장도윤,S4(대리),거제,요시팀,514,531,526,542,503,0,0,2616,2616,250,0,120,300
146,"선택적 근로시간제,탄력적 근로시간제",202607,1주차(07월 01일~07월 05일),251027,장도윤,S4(대리),거제,요시팀,525,503,513,501,538,0,0,2580,2580,250,0,120,300
147,"선택적 근로시간제,탄력적 근로시간제",202607,2주차(07월 06일~07월 12일),251027,장도윤,S4(대리),거제,요시팀,526,503,545,503,511,0,0,2588,2588,250,0,220,300
148,"선택적 근로시간제,탄력적 근로시간제",202607,3주차(07월 13일~07월 19일),251027,장도윤,S4(대리),거제,요시팀,528,545,520,546,507,0,0,2646,2646,250,0,100,300
149,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),191128,윤우진,수석연구원,구미,피치팀,523,521,528,510,506,0,0,2588,2588,250,0,80,300
150,선택적 근로시간제,202607,1주차(07월 01일~07월 05일),191128,윤우진,수석연구원,구미,피치팀,505,517,505,522,526,0,0,2575,2575,250,0,100,300
151,선택적 근로시간제,202607,2주차(07월 06일~07월 12일),191128,윤우진,수석연구원,구미,피치팀,535,548,513,524,522,0,0,2642,2642,250,0,180,300
152,선택적 근로시간제,202607,3주차(07월 13일~07월 19일),191128,윤우진,수석연구원,구미,피치팀,527,505,503,545,530,0,0,2610,2610,250,0,150,300
153,재량 근로시간제,202606,4주차(06월 22일~06월 28일),250129,임민준,전문연구원,거제,쿠파팀,515,540,549,525,502,0,0,2631,2631,250,0,220,300
154,재량 근로시간제,202607,1주차(07월 01일~07월 05일),250129,임민준,전문연구원,거제,쿠파팀,502,529,504,503,516,0,0,2554,2554,250,0,150,300
155,재량 근로시간제,202607,2주차(07월 06일~07월 12일),250129,임민준,전문연구원,거제,쿠파팀,547,504,538,521,523,0,0,2633,2633,250,0,180,300
156,재량 근로시간제,202607,3주차(07월 13일~07월 19일),250129,임민준,전문연구원,거제,쿠파팀,521,539,502,516,547,0,0,2625,2625,250,0,200,300
157,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),130830,강시우,S3(사원),구미,루이지팀,529,549,524,550,516,0,0,2668,2668,250,0,220,300
158,탄력적 근로시간제,202607,1주차(07월 01일~07월 05일),130830,강시우,S3(사원),구미,루이지팀,531,508,531,511,500,0,0,2581,2581,250,0,180,300
159,탄력적 근로시간제,202607,2주차(07월 06일~07월 12일),130830,강시우,S3(사원),구미,루이지팀,544,549,509,538,515,0,0,2655,2655,250,0,200,300
160,탄력적 근로시간제,202607,3주차(07월 13일~07월 19일),130830,강시우,S3(사원),구미,루이지팀,520,529,523,550,550,0,0,2672,2672,250,0,100,300
161,모성보호대상자,202606,4주차(06월 22일~06월 28일),121131,홍하윤,S6(차장),거제,피치팀,535,534,520,510,527,0,0,2626,2626,250,0,100,300
162,모성보호대상자,202607,1주차(07월 01일~07월 05일),121131,홍하윤,S6(차장),거제,피치팀,504,516,539,505,513,0,0,2577,2577,250,0,100,300
163,모성보호대상자,202607,2주차(07월 06일~07월 12일),121131,홍하윤,S6(차장),거제,피치팀,526,531,545,528,511,0,0,2641,2641,250,0,150,300
164,모성보호대상자,202607,3주차(07월 13일~07월 19일),121131,홍하윤,S6(차장),거제,피치팀,508,526,529,539,543,0,0,2645,2645,250,0,150,300
165,재량 근로시간제,202606,4주차(06월 22일~06월 28일),181032,배민준,S7(부장),판교,루이지팀,516,547,516,512,528,0,0,2619,2619,250,0,150,300
166,재량 근로시간제,202607,1주차(07월 01일~07월 05일),181032,배민준,S7(부장),판교,루이지팀,511,515,515,509,518,0,0,2568,2568,250,0,150,300
167,재량 근로시간제,202607,2주차(07월 06일~07월 12일),181032,배민준,S7(부장),판교,루이지팀,520,504,525,516,515,0,0,2580,2580,250,0,150,300
